gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
F,60.0,"1,495",51.6,930,836,850
F,53.0,"1,575",47.1,822,664,864
F,68.0,"1,575",54.4,892,814,889
F,19.0,"1,564",60.5,912,781,972
F,23.0,"1,580",48.9,803,673,880
F,27.0,"1,615",53.7,838,745,925
M,19.0,"1,739",53.1,796,710,850
F,45.0,"1,482",55.4,902,802,930
M,23.0,"1,690",83.0,"1,036",910,"1,060"
F,28.0,"1,632",48.8,793,666,885
M,21.0,"1,778",84.9,985,880,"1,045"
M,68.0,"1,533",49.8,894,805,815
M,34.0,"1,860",86.8,998,875,"1,035"
M,19.0,"1,703",69.1,855,775,960
M,19.0,"1,783",74.1,960,774,945
F,18.0,"1,550",48.1,766,641,887
F,28.0,"1,560",53.5,771,680,965
M,61.0,"1,701",82.4,"1,007",994,976
M,30.0,"1,706",72.3,958,840,935
M,20.0,"1,711",80.8,955,880,"1,016"
M,23.0,"1,714",78.6,935,892,997
M,24.0,"1,689",68.8,934,745,941
M,26.0,"1,694",69.1,930,820,920
F,15.0,"1,581",47.9,893,633,859
F,62.0,"1,535",47.7,816,702,850
F,19.0,"1,618",57.8,862,710,938
M,26.0,"1,748",67.9,914,816,943
M,19.0,"1,645",64.5,848,752,921
M,27.0,"1,693",67.4,905,765,955
M,24.0,"1,647",53.7,802,651,828
M,19.0,"1,687",73.7,993,835,950
F,19.0,"1,531",49.7,790,654,900
M,19.0,"1,757",74.1,905,814,"1,001"
F,66.0,"1,543",61.4,936,880,950
F,44.0,"1,562",66.1,965,932,"1,006"
M,22.0,"1,717",75.1,975,843,940
F,61.0,"1,494",58.5,947,861,972
F,27.0,"1,580",61.0,862,802,"1,014"
F,26.0,"1,650",54.8,820,666,930
M,23.0,"1,765",62.6,850,725,905
M,63.0,"1,586",62.8,891,891,924
F,31.0,"1,645",66.6,910,810,981
M,16.0,"1,685",52.0,803,630,862
M,37.0,"1,694",77.0,945,876,"1,025"
M,50.0,"1,686",66.2,887,825,916
F,25.0,"1,559",42.7,773,612,880
F,31.0,"1,580",49.0,820,740,873
M,22.0,"1,716",73.9,978,863,995
M,32.0,"1,840",90.2,"1,005",950,"1,069"
M,32.0,"1,710",63.5,878,809,895
M,47.0,"1,737",101.0,"1,036",985,"1,076"
F,18.0,"1,515",80.2,"1,049",942,"1,075"
F,37.0,"1,625",59.8,878,733,975
M,31.0,"1,733",65.5,878,790,936
M,39.0,"1,706",76.2,932,842,979
M,29.0,"1,760",70.4,865,803,973
M,39.0,"1,687",61.3,881,781,885
M,30.0,"1,750",70.4,876,804,953
F,36.0,"1,612",68.7,933,852,"1,020"
F,20.0,"1,518",67.3,"1,005",874,"1,020"
M,16.0,"1,645",70.1,930,815,957
F,47.0,"1,531",56.2,921,751,915
F,16.0,"1,650",58.4,831,670,926
F,23.0,"1,545",65.5,944,872,"1,005"
F,35.0,"1,625",104.8,"1,150","1,090","1,241"
F,20.0,"1,575",58.7,938,745,930
M,25.0,"1,703",68.7,961,798,940
F,41.0,"1,665",55.6,861,718,936
M,30.0,"1,717",59.7,831,720,882
F,59.0,"1,533",65.4,995,903,985
M,60.0,"1,601",69.5,960,924,960
F,66.0,"1,495",55.2,935,823,880
M,33.0,"1,739",78.8,976,857,970
M,29.0,"1,606",69.6,941,866,957
F,36.0,"1,474",61.5,945,813,985
F,20.0,"1,633",55.8,823,710,945
M,21.0,"1,654",83.5,"1,021",916,"1,029"
F,19.0,"1,560",50.8,796,640,900
M,20.0,"1,777",63.3,852,731,903
M,17.0,"1,754",61.4,816,705,894
F,19.0,"1,553",64.1,926,840,993
M,30.0,"1,710",64.9,938,756,903
F,56.0,"1,561",54.0,857,764,855
F,53.0,"1,525",68.4,"1,035",946,997
F,33.0,"1,560",58.4,922,803,947
M,55.0,"1,695",77.4,"1,021",852,"1,003"
F,31.0,"1,544",46.1,776,610,866
M,30.0,"1,695",76.9,970,905,972
M,36.0,"1,684",75.9,983,800,"1,002"
M,36.0,"1,718",71.6,989,852,935
M,56.0,"1,631",74.1,"1,021",945,"1,005"
M,44.0,"1,704",69.3,944,874,942
F,58.0,"1,564",64.5,965,856,959
M,17.0,"1,762",,836,690,900
M,53.0,"1,613",55.7,860,760,846
M,20.0,"1,789",64.4,832,710,910
M,61.0,"1,573",62.0,884,850,903
M,35.0,"1,675",68.6,930,800,961
F,19.0,"1,561",47.3,833,616,860
M,20.0,"1,680",78.9,"1,020",880,"1,035"
M,43.0,"1,640",61.7,930,791,870
M,19.0,"1,640",60.8,851,710,909
F,19.0,"1,600",52.3,835,725,898
F,25.0,"1,604",49.7,780,646,880
F,38.0,"1,606",69.4,976,850,"1,021"
M,49.0,"1,630",80.3,979,956,"1,020"
F,16.0,"1,614",64.3,955,801,960
M,35.0,"1,833",91.9,"1,025",991,"1,017"
F,66.0,"1,433",39.4,806,685,787
F,16.0,"1,545",47.1,830,670,875
M,55.0,"1,693",78.5,"1,039",942,976
F,32.0,"1,616",59.7,855,765,961
M,32.0,"1,699",66.0,940,792,932
M,22.0,"1,760",72.7,922,820,990
F,62.0,"1,565",60.7,910,835,994
F,16.0,"1,654",56.4,820,693,917
M,68.0,"1,602",59.2,920,820,905
F,18.0,"1,650",49.5,780,625,891
M,18.0,"1,731",54.1,810,666,861
F,56.0,"1,460",59.4,970,918,960
F,43.0,"1,552",52.4,843,745,901
M,56.0,"1,636",67.3,915,848,916
M,24.0,"1,780",75.7,914,781,"1,011"
F,50.0,"1,525",57.0,876,773,972
M,18.0,"1,800",74.1,895,796,"1,002"
F,17.0,"1,584",49.5,806,687,901
F,55.0,"1,516",52.1,905,770,861
F,60.0,"1,564",55.8,940,835,868
F,60.0,"1,556",56.5,933,768,926
F,50.0,"1,546",50.1,840,675,856
F,18.0,"1,465",61.4,912,790,975
F,50.0,"1,544",58.2,925,825,900
M,55.0,"1,695",78.2,"1,022",930,975
F,36.0,"1,612",48.9,803,652,894
F,45.0,"1,490",47.8,825,720,895
F,21.0,"1,615",91.8,"1,001",926,"1,205"
M,25.0,"1,651",70.7,926,785,991
M,17.0,"1,705",53.2,825,625,857
M,31.0,"1,725",,,,
F,33.0,"1,548",49.9,845,722,881
M,51.0,"1,664",69.1,996,905,925
F,38.0,"1,585",65.9,929,854,974
M,27.0,"1,691",79.5,956,884,973
F,18.0,"1,640",48.1,781,690,891
F,39.0,"1,612",47.1,773,664,873
M,39.0,"1,726",80.5,"1,051",945,970
F,20.0,"1,684",59.6,858,707,970
F,56.0,"1,596",63.1,941,826,977
F,18.0,"1,568",59.6,855,735,982
F,22.0,"1,506",46.0,770,615,880
M,17.0,"1,765",55.9,785,660,900
F,54.0,"1,520",58.8,979,860,966
M,35.0,"1,760",67.8,896,820,950
M,47.0,"1,771",103.2,"1,142","1,031","1,097"
F,16.0,"1,621",53.4,785,680,920
M,26.0,"1,630",62.8,901,791,904
F,58.0,"1,543",56.6,919,845,895
M,19.0,"1,776",78.1,962,803,975
M,33.0,"1,671",74.2,935,900,962
F,20.0,"1,690",47.9,760,641,847
M,37.0,"1,624",69.3,920,827,962
F,34.0,"1,611",52.2,867,757,900
F,28.0,"1,574",57.0,858,731,946
F,55.0,"1,477",40.0,806,643,793
F,32.0,"1,617",52.8,811,710,919
F,39.0,"1,540",57.6,941,791,911
F,19.0,"1,575",66.7,988,828,993
M,26.0,"1,764",65.6,890,745,904
F,33.0,"1,566",50.2,845,715,875
M,21.0,"1,649",61.0,892,757,907
F,62.0,"1,521",63.9,998,890,960
F,22.0,"1,539",50.3,892,637,905
M,27.0,"1,698",66.2,904,771,934
F,50.0,"1,606",60.0,940,795,918
M,16.0,"1,811",111.4,"1,102","1,018","1,204"
F,17.0,"1,491",42.6,729,654,869
F,29.0,"1,630",53.8,806,695,900
F,56.0,"1,551",55.3,927,820,915
M,31.0,"1,795",103.7,"1,075","1,016","1,075"
F,18.0,"1,617",58.2,825,705,950
M,36.0,"1,794",80.0,922,858,"1,017"
M,60.0,"1,636",77.1,"1,020",905,973
M,28.0,"1,824",80.0,"1,012",832,996
F,18.0,"1,645",64.5,856,761,"1,021"
F,26.0,"1,653",66.2,891,797,"1,012"
M,16.0,"1,739",55.6,808,670,861
M,19.0,"1,682",67.0,878,810,964
F,17.0,"1,594",44.6,730,638,862
M,24.0,"1,764",68.8,836,803,975
F,16.0,"1,573",41.5,715,610,834
F,25.0,"1,617",50.8,745,657,928
F,18.0,"1,604",69.0,941,831,992
F,58.0,"1,477",57.5,921,841,965
M,31.0,"1,730",77.8,945,856,"1,006"
M,18.0,"1,703",59.0,825,695,896
F,62.0,"1,558",65.7,922,961,"1,007"
M,19.0,"1,752",59.8,805,707,878
M,48.0,"1,796",91.0,"1,045",978,"1,016"
F,52.0,"1,512",62.5,951,845,969
F,36.0,"1,587",54.8,841,740,930
F,61.0,"1,454",40.1,810,690,795
F,19.0,"1,650",46.9,765,611,865
F,21.0,"1,656",57.8,851,725,950
M,29.0,"1,796",81.4,974,854,"1,005"
F,17.0,"1,525",59.7,930,821,945
F,33.0,"1,558",54.0,846,790,909
F,18.0,"1,540",40.6,732,591,831
M,36.0,"1,751",91.1,970,994,"1,098"
M,22.0,"1,801",62.5,775,695,890
F,45.0,"1,600",67.5,978,886,970
M,19.0,"1,722",67.4,856,743,957
M,25.0,"1,727",74.3,925,845,990
F,16.0,"1,634",63.6,925,735,965
M,38.0,"1,736",63.5,890,732,940
F,21.0,"1,639",56.2,835,715,962
F,22.0,"1,630",48.7,784,651,888
M,16.0,"1,622",49.6,794,661,827
F,36.0,"1,663",58.7,845,750,935
M,45.0,"1,729",74.5,930,896,927
M,16.0,"1,756",71.3,915,831,968
F,66.0,"1,470",59.4,993,897,958
M,37.0,"1,733",94.8,"1,135","1,097","1,000"
F,27.0,"1,646",60.8,911,820,941
M,21.0,"1,744",57.9,810,705,880
M,20.0,"1,840",67.5,830,730,941
F,19.0,"1,571",55.0,870,718,878
M,20.0,"1,682",82.0,940,895,"1,025"
F,37.0,"1,574",48.7,785,675,903
M,16.0,"1,700",75.7,972,838,982
M,16.0,"1,707",58.2,826,680,896
M,17.0,"1,726",61.1,803,694,895
F,16.0,"1,606",52.4,796,686,903
M,19.0,"1,885",139.2,"1,277","1,249","1,276"
F,26.0,"1,689",65.1,882,743,970
M,49.0,"1,671",59.4,872,784,890
M,27.0,"1,745",65.7,865,785,923
F,29.0,"1,658",59.7,831,734,970
M,42.0,"1,802",96.4,"1,070",981,"1,095"
M,39.0,"1,729",82.1,966,934,"1,030"
F,38.0,"1,565",50.5,826,722,890
M,34.0,"1,667",67.3,920,780,952
F,22.0,"1,614",48.6,739,632,921
F,30.0,"1,520",47.1,793,683,895
M,36.0,"1,723",79.3,949,886,989
F,31.0,"1,562",48.2,825,715,865
M,21.0,"1,746",66.4,918,785,956
F,16.0,"1,596",50.4,834,656,900
M,16.0,"1,712",48.0,732,640,834
F,26.0,"1,622",52.5,810,677,880
F,17.0,"1,575",51.4,845,757,889
M,35.0,"1,741",79.5,"1,008",883,979
M,22.0,"1,739",72.6,976,865,955
F,20.0,"1,528",47.8,811,625,887
M,38.0,"1,676",72.6,951,873,941
F,45.0,"1,549",57.6,973,808,911
F,42.0,"1,513",48.2,855,724,831
F,18.0,"1,535",52.7,830,715,922
M,18.0,"1,694",60.7,860,739,926
M,36.0,"1,691",58.9,854,735,906
F,19.0,"1,645",55.4,827,714,930
F,18.0,"1,509",45.5,798,665,871
M,61.0,"1,623",63.3,920,866,905
M,29.0,"1,714",76.3,920,845,985
M,17.0,"1,742",60.0,767,699,900
M,32.0,"1,730",60.2,853,715,890
F,29.0,"1,531",48.5,781,672,910
F,61.0,"1,445",49.6,894,861,885
M,16.0,"1,727",47.5,790,590,785
M,19.0,"1,681",64.0,885,762,944
M,26.0,"1,765",78.3,960,821,965
M,19.0,"1,680",61.2,824,715,887
F,18.0,"1,660",54.8,785,655,944
M,21.0,"1,664",90.2,"1,110","1,069","1,050"
F,23.0,"1,656",55.9,880,700,951
F,19.0,"1,560",53.2,820,705,922
M,17.0,"1,774",69.7,849,756,960
F,34.0,"1,632",56.4,800,730,935
F,16.0,"1,677",60.5,865,745,945
M,16.0,"1,740",58.6,792,666,870
F,19.0,"1,638",47.7,780,694,860
M,25.0,"1,770",73.3,895,782,970
F,33.0,"1,562",58.3,890,763,940
M,22.0,"1,743",96.0,"1,074","1,065","1,065"
M,19.0,"1,732",56.4,805,709,871
F,18.0,"1,602",59.8,841,796,990
M,18.0,"1,716",56.2,791,710,845
M,16.0,"1,683",55.3,789,673,891
M,20.0,"1,706",62.6,825,722,920
M,19.0,"1,721",62.8,873,772,927
M,22.0,"1,732",62.5,856,725,900
M,57.0,"1,653",73.7,949,948,944
M,19.0,"1,710",56.8,809,670,865
M,18.0,"1,814",64.4,802,707,902
F,16.0,"1,590",52.1,800,651,951
M,62.0,"1,640",81.5,"1,050",989,"1,006"
M,30.0,"1,791",76.9,935,803,"1,011"
F,46.0,"1,635",64.9,903,769,993
M,17.0,"1,717",72.3,935,860,995
M,27.0,"1,719",71.8,938,805,984
M,25.0,"1,853",76.1,872,754,971
M,39.0,"1,769",63.9,840,801,916
F,42.0,"1,645",59.5,855,715,975
F,16.0,"1,604",54.9,826,661,926
M,22.0,"1,695",72.0,980,900,975
F,55.0,"1,576",77.5,"1,061","1,002","1,007"
F,19.0,"1,584",47.4,780,641,925
F,20.0,"1,650",58.4,872,740,950
M,17.0,"1,793",68.9,872,789,922
M,19.0,"1,776",63.3,872,717,881
M,16.0,"1,808",75.3,912,812,995
M,41.0,"1,780",80.0,"1,030",859,990
F,47.0,"1,540",63.8,948,900,980
F,60.0,"1,545",63.9,"1,002",940,950
M,17.0,"1,805",108.9,"1,114","1,137","1,116"
M,17.0,"1,783",71.0,891,766,955
F,56.0,"1,620",56.3,880,825,895
M,19.0,"1,816",68.8,885,746,930
F,48.0,"1,524",60.4,941,835,971
M,30.0,"1,880",100.3,"1,011",973,"1,120"
M,37.0,"1,773",100.7,"1,082",980,"1,095"
F,17.0,"1,621",53.5,860,680,898
M,16.0,"1,811",65.3,835,730,900
F,36.0,"1,655",53.4,810,720,918
M,29.0,"1,750",71.2,890,774,930
F,23.0,"1,655",57.3,842,715,932
F,19.0,"1,558",56.5,875,731,959
M,52.0,"1,713",65.1,930,822,914
M,39.0,"1,691",69.0,978,779,921
M,18.0,"1,791",63.8,851,740,910
M,33.0,"1,801",91.6,"1,026",979,"1,029"
M,20.0,"1,765",67.1,898,765,945
M,34.0,"1,670",55.7,839,745,888
F,52.0,"1,539",53.5,880,775,886
F,41.0,"1,572",53.4,825,695,945
F,16.0,"1,572",56.9,883,735,945
F,36.0,"1,626",57.9,857,715,930
F,60.0,"1,535",59.2,954,835,955
F,40.0,"1,644",49.8,815,740,910
F,45.0,"1,529",53.8,860,695,920
F,28.0,"1,598",43.7,768,628,845
F,16.0,"1,664",69.2,904,762,992
F,19.0,"1,648",55.6,800,771,912
M,19.0,"1,581",59.4,"1,000",748,885
M,16.0,"1,800",67.9,895,720,953
F,17.0,"1,600",54.2,820,670,890
M,19.0,"1,788",59.7,820,688,875
M,66.0,"1,541",55.2,865,814,884
F,65.0,"1,526",65.4,"1,006",922,991
F,21.0,"1,618",58.7,868,800,995
M,41.0,"1,705",71.5,978,875,926
F,37.0,"1,572",61.1,915,820,948
F,38.0,"1,574",63.0,954,805,956
M,34.0,"1,703",99.5,"1,110","1,083","1,085"
M,20.0,"1,779",54.2,833,673,857
F,16.0,"1,569",59.8,874,740,971
F,26.0,"1,596",45.0,750,605,860
M,17.0,"1,743",63.1,851,695,935
M,33.0,"1,835",101.1,"1,072",968,"1,065"
M,51.0,"1,750",90.6,"1,065","1,018","1,038"
F,21.0,"1,703",69.8,907,825,"1,010"
M,20.0,"1,806",86.0,"1,003",908,"1,020"
M,57.0,"1,610",74.0,986,940,956
F,17.0,"1,621",71.8,980,811,"1,046"
M,19.0,"1,784",60.8,835,681,881
F,59.0,"1,523",47.6,882,773,852
M,56.0,"1,605",64.9,945,810,885
F,48.0,"1,543",63.3,964,879,955
M,16.0,"1,704",74.3,942,772,968
M,47.0,"1,725",79.5,965,874,981
F,33.0,"1,570",55.5,852,760,955
M,29.0,"1,713",64.7,900,840,928
M,27.0,"1,708",67.7,885,771,935
M,25.0,"1,755",72.7,907,764,958
F,18.0,"1,688",52.5,795,676,904
M,57.0,"1,820",79.8,"1,026",947,940
M,52.0,"1,671",72.2,964,886,960
M,19.0,"1,739",55.7,833,688,880
F,18.0,"1,565",46.3,810,625,858
F,26.0,"1,582",52.5,802,682,945
M,25.0,"1,727",79.2,983,906,"1,022"
F,51.0,"1,560",56.6,961,831,914
F,43.0,"1,584",55.4,774,703,965
F,44.0,"1,524",55.5,832,724,970
F,48.0,"1,576",56.3,900,768,951
F,18.0,"1,596",52.3,795,665,927
M,30.0,"1,745",93.7,"1,021",978,"1,070"
M,22.0,"1,712",64.0,881,750,901
M,20.0,"1,685",71.5,890,820,985
M,16.0,"1,724",55.1,820,687,853
F,35.0,"1,505",51.2,780,721,915
M,40.0,"1,700",49.7,790,685,831
M,16.0,"1,756",87.9,972,882,"1,047"
M,31.0,"1,689",67.5,892,814,938
F,33.0,"1,558",61.5,934,864,940
F,30.0,"1,666",52.7,872,771,885
M,68.0,"1,730",72.9,932,917,950
M,19.0,"1,678",53.1,861,650,812
M,34.0,"1,678",92.1,"1,017","1,005","1,065"
F,37.0,"1,495",46.2,814,670,855
M,17.0,"1,611",72.5,951,900,"1,000"
F,28.0,"1,494",45.7,762,660,889
F,19.0,"1,526",48.2,755,680,890
M,62.0,"1,687",77.0,972,895,995
F,21.0,"1,627",53.7,832,721,911
F,17.0,"1,652",60.7,830,741,940
F,20.0,"1,540",59.4,921,778,967
M,32.0,"1,714",83.4,"1,035",892,"1,011"
M,57.0,"1,722",74.4,985,840,980
F,18.0,"1,421",37.8,680,684,822
F,29.0,"1,538",58.1,910,751,961
F,23.0,"1,550",52.2,875,754,955
M,38.0,"1,704",66.6,910,823,951
M,26.0,"1,745",62.1,830,728,920
M,16.0,"1,710",57.6,802,694,893
F,18.0,"1,532",49.2,827,678,862
M,24.0,"1,684",45.1,762,635,835
F,39.0,"1,636",54.8,866,710,885
M,17.0,"1,732",55.3,807,713,878
F,47.0,"1,613",59.9,905,791,936
M,39.0,"1,707",75.5,965,883,966
F,42.0,"1,710",70.0,970,890,"1,004"
F,17.0,"1,587",46.0,761,646,852
M,20.0,"1,776",65.6,860,745,931
M,25.0,"1,745",68.9,870,807,911
M,55.0,"1,675",67.3,945,818,902
F,28.0,"1,626",53.7,791,655,952
F,16.0,"1,578",52.1,795,630,895
F,19.0,"1,495",43.0,771,605,877
M,18.0,"1,717",66.1,895,742,928
M,23.0,"1,755",65.6,842,756,932
M,38.0,"1,865",107.5,"1,108","1,038","1,116"
M,35.0,"1,748",67.4,870,781,950
F,43.0,"1,639",64.2,895,885,985
M,54.0,"1,643",70.7,976,884,948
M,42.0,"1,726",75.1,949,855,974
M,32.0,"1,670",65.5,905,821,914
M,47.0,"1,734",74.6,"1,000",895,926
F,53.0,"1,594",75.4,994,954,"1,110"
F,17.0,"1,595",60.1,905,772,951
F,19.0,"1,594",58.3,845,712,964
M,18.0,"1,795",61.0,818,714,914
F,16.0,"1,604",53.2,808,695,940
F,59.0,"1,528",59.9,996,884,916
M,17.0,"1,744",50.8,801,645,850
M,19.0,"1,720",69.7,942,845,960
M,26.0,"1,785",81.1,950,840,"1,062"
F,67.0,"1,570",64.5,997,940,915
M,23.0,"1,722",71.6,990,818,936
F,57.0,"1,625",68.4,985,945,"1,000"
M,30.0,"1,663",68.2,938,840,937
F,17.0,"1,575",43.6,710,710,845
M,16.0,"1,665",71.4,949,842,951
M,53.0,"1,750",66.5,896,814,918
M,26.0,"1,750",83.0,"1,035",858,"1,001"
M,32.0,"1,816",82.4,951,851,"1,029"
M,42.0,"1,668",68.4,932,835,950
F,67.0,"1,530",58.7,922,868,981
M,51.0,"1,704",79.2,975,918,947
M,20.0,"1,750",85.0,980,913,"1,050"
F,55.0,"1,484",57.9,928,881,941
M,21.0,"1,746",60.3,850,710,890
F,21.0,"1,532",48.1,820,681,861
M,17.0,"1,710",69.2,888,795,980
M,49.0,"1,691",92.2,"1,080","1,068","1,047"
M,40.0,"1,671",74.9,936,865,978
M,17.0,"1,716",55.9,792,696,885
F,20.0,"1,580",43.8,750,610,821
M,24.0,"1,770",78.1,955,885,"1,027"
F,16.0,"1,544",50.3,816,685,911
F,33.0,"1,525",48.1,820,680,905
M,17.0,"1,728",70.0,900,785,951
F,19.0,"1,564",56.2,885,780,934
M,57.0,"1,700",71.0,921,865,944
F,18.0,"1,565",48.6,808,675,909
F,17.0,"1,558",53.7,841,680,900
F,33.0,"1,601",51.1,822,705,890
F,16.0,"1,594",52.8,821,665,914
M,50.0,"1,720",75.7,977,858,969
M,19.0,"1,750",66.4,895,742,894
M,29.0,"1,725",85.7,"1,055",950,"1,020"
F,17.0,"1,626",54.3,840,700,915
M,19.0,"1,625",56.0,840,718,875
F,17.0,"1,546",50.7,825,661,893
M,34.0,"1,736",74.5,968,830,960
M,21.0,"1,720",53.7,796,676,862
F,53.0,"1,514",66.3,"1,030",960,956
M,33.0,"1,786",74.7,948,872,978
F,29.0,"1,632",56.6,870,706,902
M,19.0,"1,781",60.1,819,718,886
F,51.0,"1,522",69.1,"1,021",894,980
F,30.0,"1,628",75.2,"1,027",912,"1,080"
M,39.0,"1,783",67.3,901,800,936
M,57.0,"1,710",68.1,930,868,926
F,51.0,"1,469",53.5,915,770,895
F,38.0,"1,572",57.1,898,752,898
M,34.0,"1,736",77.9,928,839,979
M,20.0,"1,718",74.2,960,835,961
F,33.0,"1,613",53.9,830,696,937
F,18.0,"1,678",53.4,786,645,945
M,29.0,"1,688",57.4,841,750,862
M,19.0,"1,680",66.5,845,765,941
F,19.0,"1,623",67.1,929,820,"1,002"
M,16.0,"1,655",71.5,895,815,"1,000"
F,18.0,"1,606",55.1,841,714,941
M,19.0,"1,768",69.8,876,818,963
F,34.0,"1,616",45.2,731,640,855
M,17.0,"1,783",65.5,920,728,909
M,19.0,"1,674",102.7,"1,109","1,132","1,186"
M,19.0,"1,720",60.0,845,705,892
M,19.0,"1,766",71.9,945,766,960
M,17.0,"1,795",53.6,878,709,895
F,18.0,"1,580",88.8,"1,222","1,116","1,100"
M,54.0,"1,729",80.7,"1,020",966,"1,020"
M,34.0,"1,728",83.7,"1,033",950,"1,010"
M,59.0,"1,726",75.5,"1,003",932,990
F,16.0,"1,592",57.7,870,730,950
F,61.0,"1,490",56.1,970,845,915
M,16.0,"1,773",65.4,830,701,930
M,57.0,"1,540",56.2,892,833,844
M,51.0,"1,710",75.2,972,895,988
M,19.0,"1,844",78.6,915,840,991
F,26.0,"1,642",54.2,845,736,925
F,61.0,"1,615",57.8,920,779,891
M,18.0,"1,777",68.5,905,760,925
F,16.0,"1,569",47.4,730,645,931
F,51.0,"1,580",54.4,925,782,912
F,17.0,"1,545",47.5,803,670,875
M,40.0,"1,790",95.2,"1,045",990,"1,025"
F,17.0,"1,469",47.2,789,662,910
M,38.0,"1,726",73.3,961,818,950
F,42.0,"1,601",52.9,820,715,900
M,32.0,"1,712",90.1,"1,090",986,"1,011"
F,49.0,"1,546",49.4,870,695,861
M,19.0,"1,685",99.0,"1,150","1,040",992
F,25.0,"1,681",53.1,857,710,875
F,60.0,"1,530",62.8,"1,061",912,905
M,22.0,"1,710",65.5,890,776,926
F,45.0,"1,570",53.6,823,731,945
F,26.0,"1,676",61.1,890,801,942
F,22.0,"1,580",43.6,770,620,841
F,16.0,"1,617",44.9,745,635,846
M,34.0,"1,701",75.8,940,900,965
M,23.0,"1,785",79.3,"1,005",830,"1,041"
F,16.0,"1,644",64.0,905,715,980
F,37.0,"1,472",47.5,830,776,915
F,18.0,"1,655",52.9,790,675,905
M,42.0,"1,729",62.9,873,755,900
F,28.0,"1,668",55.8,800,680,931
M,38.0,"1,750",80.1,992,877,"1,010"
F,55.0,"1,619",69.2,995,922,"1,039"
F,16.0,"1,545",47.7,805,690,880
F,31.0,"1,620",64.0,893,795,"1,001"
F,38.0,"1,621",55.5,895,760,937
F,16.0,"1,575",60.1,901,753,"1,009"
F,19.0,"1,617",59.0,857,722,983
F,22.0,"1,631",56.9,852,740,944
M,20.0,"1,663",63.6,860,805,933
F,56.0,"1,607",61.5,986,905,931
M,63.0,"1,752",82.5,"1,010",988,"1,001"
F,59.0,"1,485",52.7,875,776,920
F,54.0,"1,570",51.8,882,775,886
M,40.0,"1,709",63.1,845,736,921
M,19.0,"1,810",71.3,906,760,946
F,21.0,"1,622",69.1,928,796,"1,020"
F,17.0,"1,470",54.5,891,715,930
M,23.0,"1,839",76.4,929,789,"1,005"
F,16.0,"1,594",58.8,884,765,946
F,53.0,"1,580",60.6,981,810,920
F,48.0,"1,576",57.8,945,825,905
M,19.0,"1,720",59.1,880,710,848
M,53.0,"1,726",71.8,978,805,912
F,20.0,"1,637",45.3,750,590,850
F,18.0,"1,578",54.6,857,714,940
M,16.0,"1,794",59.0,805,685,873
M,21.0,"1,730",64.7,905,750,940
F,27.0,"1,660",63.2,880,772,985
F,31.0,"1,640",76.0,"1,041",895,"1,070"
M,26.0,"1,678",68.7,944,788,964
F,31.0,"1,608",71.3,"1,025",855,994
F,25.0,"1,645",64.1,872,761,980
F,30.0,"1,571",50.4,820,695,880
M,31.0,"1,626",57.5,885,778,885
F,27.0,"1,572",54.0,819,740,920
F,16.0,"1,549",58.8,861,751,956
F,18.0,"1,546",42.7,760,666,855
M,23.0,"1,718",68.2,928,778,959
F,55.0,"1,536",58.9,935,876,935
M,20.0,"1,821",,931,762,942
F,16.0,"1,643",55.4,825,659,955
F,37.0,"1,596",50.6,860,715,872
F,34.0,"1,579",59.0,905,836,945
F,54.0,"1,579",57.5,855,762,955
F,65.0,"1,466",48.2,824,750,921
F,16.0,"1,546",43.4,740,604,845
M,41.0,"1,770",76.3,975,827,976
F,44.0,"1,600",56.2,865,715,941
M,18.0,"1,760",61.4,849,760,894
M,26.0,"1,708",59.2,895,712,894
F,34.0,"1,535",58.0,940,805,925
M,26.0,"1,732",63.1,921,736,930
F,25.0,"1,616",80.1,995,890,"1,081"
M,34.0,"1,768",81.3,976,886,"1,000"
M,17.0,"1,711",93.8,"1,052",993,"1,085"
F,17.0,"1,686",52.7,775,640,910
F,18.0,"1,570",57.5,880,798,960
F,50.0,"1,619",78.0,985,930,"1,034"
M,41.0,"1,734",84.9,"1,018",915,"1,011"
F,18.0,"1,640",61.9,890,730,985
M,26.0,"1,728",82.1,"1,037",909,"1,045"
F,21.0,"1,658",69.4,960,775,"1,021"
F,56.0,"1,562",54.1,874,801,897
M,19.0,"1,721",89.9,"1,090",935,"1,069"
M,56.0,"1,706",71.3,935,865,921
M,36.0,"1,733",93.8,"1,062",995,"1,069"
M,33.0,"1,663",75.7,"1,002",890,985
F,47.0,"1,584",59.2,948,792,923
F,18.0,"1,585",43.8,760,600,860
F,37.0,"1,580",46.7,808,715,846
F,17.0,"1,595",50.4,793,669,883
F,60.0,"1,620",60.0,905,785,976
F,57.0,"1,601",62.0,922,830,955
F,17.0,"1,604",62.1,885,711,966
F,19.0,"1,619",54.6,815,693,966
F,39.0,"1,539",64.6,991,900,942
M,32.0,"1,735",81.6,995,885,970
M,21.0,"1,755",60.9,845,692,907
F,38.0,"1,598",63.8,907,800,966
F,16.0,"1,646",57.3,840,684,947
F,40.0,"1,546",60.9,965,860,921
F,61.0,"1,549",58.9,907,830,936
F,20.0,"1,550",44.0,725,635,841
F,21.0,"1,725",49.8,786,651,890
M,45.0,"1,729",78.6,964,870,952
F,20.0,"1,678",58.5,866,699,950
